file,sheet,method,row_index,column_name,value
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,3.0,HOZAM,1400.0
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,3.0,HOMERS,14.0
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,3.0,"VÍZTÍPUS
Réteg-/Talajvíz",T
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,3.0,"TERMÁLVÍZ
Igen/Nem",N
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,3.0,VÍZHASZNÁLAT,öntözés
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,4.0,VIFIR,k140370030
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,4.0,OBJHELY,14037
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,4.0,CSOPHELY,14037
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,4.0,CSOPSZAM,50
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,4.0,VIZIGKOD,7
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,4.0,OBJSZAM,K-30
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,4.0,TERMELES ezerm3/év,0
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,4.0,SZARMAZAS,2
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,4.0,TELEPULES_KAT,Ajak
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,4.0,TELEPÜLÉS,Ajak
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,4.0,HELYINEV_KAT,Kovács István 2. sz. öntözőkút
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,4.0,HELYINEV,
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,4.0,EOVY,872906
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,4.0,EOVX,320469
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,4.0,TSZF,97.78
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,4.0,OBJKOD,k
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,4.0,TALP,45.0
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,4.0,SZURO_F,18.0
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,4.0,SZURO_A,42.0
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,4.0,SZURO_DB,2.0
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,4.0,SZUROHOSSZ,15.0
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,4.0,LETESITESEVE,1998
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,4.0,NYUGALMI,-0.02
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,4.0,UZEMI,-14.4
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,4.0,HOZAM,1800.0
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,4.0,HOMERS,14.0
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,4.0,"VÍZTÍPUS
Réteg-/Talajvíz",T+R
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,4.0,"TERMÁLVÍZ
Igen/Nem",N
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,4.0,VÍZHASZNÁLAT,öntözés
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,5.0,VIFIR,h140370001
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,5.0,OBJHELY,14037
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,5.0,CSOPHELY,14037
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,5.0,CSOPSZAM,60
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,5.0,VIZIGKOD,7
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,5.0,OBJSZAM,h-1
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,5.0,TERMELES ezerm3/év,0
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,5.0,SZARMAZAS,2
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,5.0,TELEPULES_KAT,Ajak
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,5.0,TELEPÜLÉS,Ajak
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,5.0,HELYINEV_KAT,Kovács Péter talajvíztározó medence (Átadott víz 90-nek)
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,5.0,HELYINEV,
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,5.0,EOVY,871536
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,5.0,EOVX,318225
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,5.0,TSZF,
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,5.0,OBJKOD,h
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,5.0,TALP,
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,5.0,SZURO_F,
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,5.0,SZURO_A,
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,5.0,SZURO_DB,
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,5.0,SZUROHOSSZ,
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,5.0,LETESITESEVE,
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,5.0,NYUGALMI,
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,5.0,UZEMI,
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,5.0,HOZAM,
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,5.0,HOMERS,
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,5.0,"VÍZTÍPUS
Réteg-/Talajvíz",T
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,5.0,"TERMÁLVÍZ
Igen/Nem",N
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,5.0,VÍZHASZNÁLAT,öntözés
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,6.0,VIFIR,k140370033
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,6.0,OBJHELY,14037
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,6.0,CSOPHELY,14037
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,6.0,CSOPSZAM,70
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,6.0,VIZIGKOD,7
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,6.0,OBJSZAM,K-33
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,6.0,TERMELES ezerm3/év,0
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,6.0,SZARMAZAS,2
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,6.0,TELEPULES_KAT,Ajak
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,6.0,TELEPÜLÉS,Ajak
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,6.0,HELYINEV_KAT,Betánia- Major BT. öntözőkút
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,6.0,HELYINEV,
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,6.0,EOVY,873976
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,6.0,EOVX,316880
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,6.0,TSZF,104.48
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,6.0,OBJKOD,k
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,6.0,TALP,35.0
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,6.0,SZURO_F,20.0
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,6.0,SZURO_A,32.0
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,6.0,SZURO_DB,2.0
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,6.0,SZUROHOSSZ,12.0
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,6.0,LETESITESEVE,2002
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,6.0,NYUGALMI,-1.5
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,6.0,UZEMI,-2.97
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,6.0,HOZAM,450.0
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,6.0,HOMERS,12.0
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,6.0,"VÍZTÍPUS
Réteg-/Talajvíz",T
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,6.0,"TERMÁLVÍZ
Igen/Nem",N
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,6.0,VÍZHASZNÁLAT,öntözés
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,7.0,VIFIR,h140370002
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,7.0,OBJHELY,14037
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,7.0,CSOPHELY,14037
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,7.0,CSOPSZAM,80
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,7.0,VIZIGKOD,7
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,7.0,OBJSZAM,h-2
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,7.0,TERMELES ezerm3/év,0
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,7.0,SZARMAZAS,2
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,7.0,TELEPULES_KAT,Ajak
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,7.0,TELEPÜLÉS,Ajak
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,7.0,HELYINEV_KAT,Kovács Pál öntözés
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,7.0,HELYINEV,
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,7.0,EOVY,871565
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,7.0,EOVX,318180
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,7.0,TSZF,
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,7.0,OBJKOD,h
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,7.0,TALP,
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,7.0,SZURO_F,
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,7.0,SZURO_A,
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,7.0,SZURO_DB,
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,7.0,SZUROHOSSZ,
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,7.0,LETESITESEVE,
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,7.0,NYUGALMI,
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,7.0,UZEMI,
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,7.0,HOZAM,
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,7.0,HOMERS,
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,7.0,"VÍZTÍPUS
Réteg-/Talajvíz",T
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,7.0,"TERMÁLVÍZ
Igen/Nem",N
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,7.0,VÍZHASZNÁLAT,öntözés
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,8.0,VIFIR,k140370015
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,8.0,OBJHELY,14037
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,8.0,CSOPHELY,14037
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,8.0,CSOPSZAM,100
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,8.0,VIZIGKOD,7
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,8.0,OBJSZAM,k-15
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,8.0,TERMELES ezerm3/év,1
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,8.0,SZARMAZAS,2
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,8.0,TELEPULES_KAT,Ajak
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,8.0,TELEPÜLÉS,Ajak
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,8.0,HELYINEV_KAT,Búzakalász MgTSz
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,8.0,HELYINEV,Kerekes Mikós
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,8.0,EOVY,873510
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,8.0,EOVX,318100
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,8.0,TSZF,103.26
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,8.0,OBJKOD,k
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,8.0,TALP,73.7
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,8.0,SZURO_F,25.0
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,8.0,SZURO_A,69.0
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,8.0,SZURO_DB,2.0
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,8.0,SZUROHOSSZ,10.0
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,8.0,LETESITESEVE,1962
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,8.0,NYUGALMI,-4.0
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,8.0,UZEMI,-8.0
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,8.0,HOZAM,320.0
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,8.0,HOMERS,
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,8.0,"VÍZTÍPUS
Réteg-/Talajvíz",T+R
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,8.0,"TERMÁLVÍZ
Igen/Nem",N
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,8.0,VÍZHASZNÁLAT,öntözés
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,9.0,VIFIR,e140370001
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,9.0,OBJHELY,14037
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,9.0,CSOPHELY,14037
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,9.0,CSOPSZAM,110
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,9.0,VIZIGKOD,7
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,9.0,OBJSZAM,e-1
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,9.0,TERMELES ezerm3/év,0
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,9.0,SZARMAZAS,2
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,9.0,TELEPULES_KAT,Ajak
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,9.0,TELEPÜLÉS,Ajak
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,9.0,HELYINEV_KAT,Dzsubák Balázs öntözőkút
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,9.0,HELYINEV,
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,9.0,EOVY,875140
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,9.0,EOVX,316420
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,9.0,TSZF,106.0
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,9.0,OBJKOD,e
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,9.0,TALP,33.0
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,9.0,SZURO_F,19.0
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,9.0,SZURO_A,31.0
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,9.0,SZURO_DB,1.0
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,9.0,SZUROHOSSZ,12.0
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,9.0,LETESITESEVE,1996 előtt
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,9.0,NYUGALMI,-1.5
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,9.0,UZEMI,-2.78
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,9.0,HOZAM,100.0
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,9.0,HOMERS,
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,9.0,"VÍZTÍPUS
Réteg-/Talajvíz",T
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,9.0,"TERMÁLVÍZ
Igen/Nem",N
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,9.0,VÍZHASZNÁLAT,öntözés
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,10.0,VIFIR,k140380012
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,10.0,OBJHELY,14038
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,10.0,CSOPHELY,14038
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,10.0,CSOPSZAM,10
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,10.0,VIZIGKOD,7
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,10.0,OBJSZAM,K-12
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,10.0,TERMELES ezerm3/év,75
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,10.0,SZARMAZAS,1
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,10.0,TELEPULES_KAT,Anarcs
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,10.0,TELEPÜLÉS,Anarcs
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,10.0,HELYINEV_KAT,WINK C Kft. almafeldolgozó
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,10.0,HELYINEV,AGRANA-JUICE Magyarország KFT almafeldolgozó kútja
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,10.0,EOVY,876884
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,10.0,EOVX,320952
2015\FETI_2015\07_FETIVIZIG_vízmérlegexobj_2015.xlsx,vízmérlegexobj2015,pandas,10.0,TSZF,107.15
